category,title,abstract,clean_abstract
eess,"Local Sparse Approximation for Image Restoration with Adaptive Block
  Size Selection","  In this paper the problem of image restoration (denoising and inpainting) is
approached using sparse approximation of local image blocks. The local image
blocks are extracted by sliding square windows over the image. An adaptive
block size selection procedure for local sparse approximation is proposed,
which affects the global recovery of underlying image. Ideally the adaptive
local block selection yields the minimum mean square error (MMSE) in recovered
image. This framework gives us a clustered image based on the selected block
size, then each cluster is restored separately using sparse approximation. The
results obtained using the proposed framework are very much comparable with the
recently proposed image restoration techniques.
",paper problem image restoration denoising inpainting approach sparse approximation local image block local image block extract slide square window image adaptive block size selection procedure local sparse approximation propose affect global recovery underlie image ideally adaptive local block selection yield minimum mean square error mmse recovered image framework give cluster image base select block size cluster restore separately sparse approximation result obtain propose framework comparable recently propose image restoration technique
eess,Image biomarker standardisation initiative,"  The image biomarker standardisation initiative (IBSI) is an independent
international collaboration which works towards standardising the extraction of
image biomarkers from acquired imaging for the purpose of high-throughput
quantitative image analysis (radiomics). Lack of reproducibility and validation
of high-throughput quantitative image analysis studies is considered to be a
major challenge for the field. Part of this challenge lies in the scantiness of
consensus-based guidelines and definitions for the process of translating
acquired imaging into high-throughput image biomarkers. The IBSI therefore
seeks to provide image biomarker nomenclature and definitions, benchmark data
sets, and benchmark values to verify image processing and image biomarker
calculations, as well as reporting guidelines, for high-throughput image
analysis.
",image biomarker standardisation initiative ibsi independent international collaboration work standardise extraction image biomarker acquire imaging purpose high throughput quantitative image analysis radiomic lack reproducibility validation high throughput quantitative image analysis study consider major challenge field challenge lie scantiness consensus base guideline definition process translate acquire imaging high throughput image biomarker ibsi seek provide image biomarker nomenclature definition benchmark datum set benchmark value verify image processing image biomarker calculation report guideline high throughput image analysis
eess,"Lyrics-to-Audio Alignment by Unsupervised Discovery of Repetitive
  Patterns in Vowel Acoustics","  Most of the previous approaches to lyrics-to-audio alignment used a
pre-developed automatic speech recognition (ASR) system that innately suffered
from several difficulties to adapt the speech model to individual singers. A
significant aspect missing in previous works is the self-learnability of
repetitive vowel patterns in the singing voice, where the vowel part used is
more consistent than the consonant part. Based on this, our system first learns
a discriminative subspace of vowel sequences, based on weighted symmetric
non-negative matrix factorization (WS-NMF), by taking the self-similarity of a
standard acoustic feature as an input. Then, we make use of canonical time
warping (CTW), derived from a recent computer vision technique, to find an
optimal spatiotemporal transformation between the text and the acoustic
sequences. Experiments with Korean and English data sets showed that deploying
this method after a pre-developed, unsupervised, singing source separation
achieved more promising results than other state-of-the-art unsupervised
approaches and an existing ASR-based system.
",previous approach lyric audio alignment pre developed automatic speech recognition asr system innately suffer difficulty adapt speech model individual singer significant aspect miss previous work self learnability repetitive vowel pattern singing voice vowel consistent consonant base system learn discriminative subspace vowel sequence base weighted symmetric non negative matrix factorization ws nmf take self similarity standard acoustic feature input use canonical time warping ctw derive recent computer vision technique find optimal spatiotemporal transformation text acoustic sequence experiment korean english data set show deploy method pre developed unsupervised singe source separation achieve promising result state art unsupervised approach exist asr base system
eess,"PI(D) tuning for Flight Control Systems via Incremental Nonlinear
  Dynamic Inversion","  Previous results reported in the robotics literature show the relationship
between time-delay control (TDC) and proportional-integral-derivative control
(PID). In this paper, we show that incremental nonlinear dynamic inversion
(INDI) - more familiar in the aerospace community - are in fact equivalent to
TDC. This leads to a meaningful and systematic method for PI(D)-control tuning
of robust nonlinear flight control systems via INDI. We considered a
reformulation of the plant dynamics inversion which removes effector blending
models from the resulting control law, resulting in robust model-free control
laws like PI(D)-control.
",previous result report robotic literature relationship time delay control tdc proportional integral derivative control pid paper incremental nonlinear dynamic inversion indi familiar aerospace community fact equivalent tdc lead meaningful systematic method pi(d)-control tuning robust nonlinear flight control system indi consider reformulation plant dynamic inversion remove effector blending model result control law result robust model free control law like pi(d)-control
eess,"A New View of Multi-User Hybrid Massive MIMO: Non-Orthogonal Angle
  Division Multiple Access","  This paper presents a new view of multi-user (MU) hybrid massive
multiple-input and multiple-output (MIMO) systems from array signal processing
perspective. We first show that the instantaneous channel vectors corresponding
to different users are asymptotically orthogonal if the angles of arrival
(AOAs) of users are different. We then decompose the channel matrix into an
angle domain basis matrix and a gain matrix. The former can be formulated by
steering vectors and the latter has the same size as the number of RF chains,
which perfectly matches the structure of hybrid precoding. A novel hybrid
channel estimation is proposed by separately estimating the angle information
and the gain matrix, which could significantly save the training overhead and
substantially improve the channel estimation accuracy compared to the
conventional beamspace approach. Moreover, with the aid of the angle domain
matrix, the MU massive MIMO system can be viewed as a type of non-orthogonal
angle division multiple access (ADMA) to simultaneously serve multiple users at
the same frequency band. Finally, the performance of the proposed scheme is
validated by computer simulation results.
",paper present new view multi user mu hybrid massive multiple input multiple output mimo system array signal processing perspective instantaneous channel vector correspond different user asymptotically orthogonal angle arrival aoas user different decompose channel matrix angle domain basis matrix gain matrix formulate steering vector size number rf chain perfectly match structure hybrid precoding novel hybrid channel estimation propose separately estimate angle information gain matrix significantly save training overhead substantially improve channel estimation accuracy compare conventional beamspace approach aid angle domain matrix mu massive mimo system view type non orthogonal angle division multiple access adma simultaneously serve multiple user frequency band finally performance propose scheme validate computer simulation result
eess,"A new cosine series antialiasing function and its application to
  aliasing-free glottal source models for speech and singing synthesis","  We formulated and implemented a procedure to generate aliasing-free
excitation source signals. It uses a new antialiasing filter in the continuous
time domain followed by an IIR digital filter for response equalization. We
introduced a cosine-series-based general design procedure for the new
antialiasing function. We applied this new procedure to implement the
antialiased Fujisaki-Ljungqvist model. We also applied it to revise our
previous implementation of the antialiased Fant-Liljencrants model. A
combination of these signals and a lattice implementation of the time varying
vocal tract model provides a reliable and flexible basis to test fo extractors
and source aperiodicity analysis methods. MATLAB implementations of these
antialiased excitation source models are available as part of our open source
tools for speech science.
",formulate implement procedure generate aliasing free excitation source signal use new antialiasing filter continuous time domain follow iir digital filter response equalization introduce cosine series base general design procedure new antialiasing function apply new procedure implement antialiase fujisaki ljungqvist model apply revise previous implementation antialiased fant liljencrants model combination signal lattice implementation time vary vocal tract model provide reliable flexible basis test fo extractor source aperiodicity analysis method matlab implementation antialiase excitation source model available open source tool speech science
eess,"Modification of Social Dominance in Social Networks by Selective
  Adjustment of Interpersonal Weights","  According to the DeGroot-Friedkin model of a social network, an individual's
social power evolves as the network discusses individual opinions over a
sequence of issues. Under mild assumptions on the connectivity of the network,
the social power of every individual converges to a constant strictly positive
value as the number of issues discussed increases. If the network has a special
topology, termed ""star topology"", then all social power accumulates with the
individual at the centre of the star. This paper studies the strategic
introduction of new individuals and/or interpersonal relationships into a
social network with star topology to reduce the social power of the centre
individual. In fact, several strategies are proposed. For each strategy, we
derive necessary and sufficient conditions on the strength of the new
interpersonal relationships, based on local information, which ensures that the
centre individual no longer has the greatest social power within the social
network. Interpretations of these conditions show that the strategies are
remarkably intuitive and that certain strategies are favourable compared to
others, all of which is sociologically expected.
",accord degroot friedkin model social network individual social power evolve network discuss individual opinion sequence issue mild assumption connectivity network social power individual converge constant strictly positive value number issue discuss increase network special topology term star topology social power accumulate individual centre star paper study strategic introduction new individual and/or interpersonal relationship social network star topology reduce social power centre individual fact strategy propose strategy derive necessary sufficient condition strength new interpersonal relationship base local information ensure centre individual long great social power social network interpretation condition strategy remarkably intuitive certain strategy favourable compare sociologically expect
eess,"Numerical Integration and Dynamic Discretization in Heuristic Search
  Planning over Hybrid Domains","  In this paper we look into the problem of planning over hybrid domains, where
change can be both discrete and instantaneous, or continuous over time. In
addition, it is required that each state on the trajectory induced by the
execution of plans complies with a given set of global constraints. We approach
the computation of plans for such domains as the problem of searching over a
deterministic state model. In this model, some of the successor states are
obtained by solving numerically the so-called initial value problem over a set
of ordinary differential equations (ODE) given by the current plan prefix.
These equations hold over time intervals whose duration is determined
dynamically, according to whether zero crossing events take place for a set of
invariant conditions. The resulting planner, FS+, incorporates these features
together with effective heuristic guidance. FS+ does not impose any of the
syntactic restrictions on process effects often found on the existing
literature on Hybrid Planning. A key concept of our approach is that a clear
separation is struck between planning and simulation time steps. The former is
the time allowed to observe the evolution of a given dynamical system before
committing to a future course of action, whilst the later is part of the model
of the environment. FS+ is shown to be a robust planner over a diverse set of
hybrid domains, taken from the existing literature on hybrid planning and
systems.
",paper look problem planning hybrid domain change discrete instantaneous continuous time addition require state trajectory induce execution plan complie give set global constraint approach computation plan domain problem search deterministic state model model successor state obtain solve numerically call initial value problem set ordinary differential equation ode give current plan prefix equation hold time interval duration determine dynamically accord zero crossing event place set invariant condition result planner fs+ incorporate feature effective heuristic guidance fs+ impose syntactic restriction process effect find exist literature hybrid planning key concept approach clear separation strike planning simulation time step time allow observe evolution give dynamical system commit future course action whilst later model environment fs+ show robust planner diverse set hybrid domain take exist literature hybrid planning system
eess,"Robust Power System Dynamic State Estimator with Non-Gaussian
  Measurement Noise: Part I--Theory","  This paper develops the theoretical framework and the equations of a new
robust Generalized Maximum-likelihood-type Unscented Kalman Filter (GM-UKF)
that is able to suppress observation and innovation outliers while filtering
out non-Gaussian measurement noise. Because the errors of the real and reactive
power measurements calculated using Phasor Measurement Units (PMUs) follow
long-tailed probability distributions, the conventional UKF provides strongly
biased state estimates since it relies on the weighted least squares estimator.
By contrast, the state estimates and residuals of our GM-UKF are proved to be
roughly Gaussian, allowing the sigma points to reliably approximate the mean
and the covariance matrices of the predicted and corrected state vectors. To
develop our GM-UKF, we first derive a batch-mode regression form by processing
the predictions and observations simultaneously, where the statistical
linearization approach is used. We show that the set of equations so derived
are equivalent to those of the unscented transformation. Then, a robust
GM-estimator that minimizes a convex Huber cost function while using weights
calculated via Projection Statistics (PS's) is proposed. The PS's are applied
to a two-dimensional matrix that consists of serially correlated predicted
state and innovation vectors to detect observation and innovation outliers.
These outliers are suppressed by the GM-estimator using the iteratively
reweighted least squares algorithm. Finally, the asymptotic error covariance
matrix of the GM-UKF state estimates is derived from the total influence
function. In the companion paper, extensive simulation results will be shown to
verify the effectiveness and robustness of the proposed method.
",paper develop theoretical framework equation new robust generalized maximum likelihood type unscented kalman filter gm ukf able suppress observation innovation outlier filter non gaussian measurement noise error real reactive power measurement calculate phasor measurement units pmu follow long tail probability distribution conventional ukf provide strongly biased state estimate rely weight square estimator contrast state estimate residual gm ukf prove roughly gaussian allow sigma point reliably approximate mean covariance matrix predict correct state vector develop gm ukf derive batch mode regression form process prediction observation simultaneously statistical linearization approach set equation derive equivalent unscented transformation robust gm estimator minimize convex huber cost function weight calculate projection statistics ps propose ps apply dimensional matrix consist serially correlate predict state innovation vector detect observation innovation outlier outlier suppress gm estimator iteratively reweighte square algorithm finally asymptotic error covariance matrix gm ukf state estimate derive total influence function companion paper extensive simulation result show verify effectiveness robustness propose method
eess,"On the Analysis of the DeGroot-Friedkin Model with Dynamic Relative
  Interaction Matrices","  This paper analyses the DeGroot-Friedkin model for evolution of the
individuals' social powers in a social network when the network topology varies
dynamically (described by dynamic relative interaction matrices). The
DeGroot-Friedkin model describes how individual social power (self-appraisal,
self-weight) evolves as a network of individuals discuss a sequence of issues.
We seek to study dynamically changing relative interactions because
interactions may change depending on the issue being discussed. In order to
explore the problem in detail, two different cases of issue-dependent network
topologies are studied. First, if the topology varies between issues in a
periodic manner, it is shown that the individuals' self-appraisals admit a
periodic solution. Second, if the topology changes arbitrarily, under the
assumption that each relative interaction matrix is doubly stochastic and
irreducible, the individuals' self-appraisals asymptotically converge to a
unique non-trivial equilibrium.
",paper analyse degroot friedkin model evolution individual social power social network network topology vary dynamically describe dynamic relative interaction matrix degroot friedkin model describe individual social power self appraisal self weight evolve network individual discuss sequence issue seek study dynamically change relative interaction interaction change depend issue discuss order explore problem detail different case issue dependent network topology study topology vary issue periodic manner show individual self appraisal admit periodic solution second topology change arbitrarily assumption relative interaction matrix doubly stochastic irreducible individual self appraisal asymptotically converge unique non trivial equilibrium
eess,"Robust Power System Dynamic State Estimator with Non-Gaussian
  Measurement Noise: Part II--Implementation and Results","  This paper is the second of a two-part series that discusses the
implementation issues and test results of a robust Unscented Kalman Filter
(UKF) for power system dynamic state estimation with non-Gaussian synchrophasor
measurement noise. The tuning of the parameters of our Generalized
Maximum-Likelihood-type robust UKF (GM-UKF) is presented and discussed in a
systematic way. Using simulations carried out on the IEEE 39-bus system, its
performance is evaluated under different scenarios, including i) the occurrence
of two different types of noises following thick-tailed distributions, namely
the Laplace or Cauchy probability distributions for real and reactive power
measurements; ii) the occurrence of observation and innovation outliers; iii)
the occurrence of PMU measurement losses due to communication failures; iv)
cyber attacks; and v) strong system nonlinearities. It is also compared to the
UKF and the Generalized Maximum-Likelihood-type robust iterated EKF (GM-IEKF).
Simulation results reveal that the GM-UKF outperforms the GM-IEKF and the UKF
in all scenarios considered. In particular, when the system is operating under
stressed conditions, inducing system nonlinearities, the GM-IEKF and the UKF
diverge while our GM-UKF does converge. In addition, when the power measurement
noises obey a Cauchy distribution, our GM-UKF converges to a state estimate
vector that exhibits a much higher statistical efficiency than that of the
GM-IEKF; by contrast, the UKF fails to converge. Finally, potential
applications and future work of the proposed GM-UKF are discussed in concluding
remarks section.
",paper second series discuss implementation issue test result robust unscented kalman filter ukf power system dynamic state estimation non gaussian synchrophasor measurement noise tuning parameter generalized maximum likelihood type robust ukf gm ukf present discuss systematic way simulation carry ieee 39 bus system performance evaluate different scenario include occurrence different type noise follow thick tail distribution laplace cauchy probability distribution real reactive power measurement ii occurrence observation innovation outlier iii occurrence pmu measurement loss communication failure iv cyber attack v strong system nonlinearitie compare ukf generalized maximum likelihood type robust iterate ekf gm iekf simulation result reveal gm ukf outperform gm iekf ukf scenario consider particular system operate stressed condition induce system nonlinearitie gm iekf ukf diverge gm ukf converge addition power measurement noise obey cauchy distribution gm ukf converge state estimate vector exhibit high statistical efficiency gm iekf contrast ukf fail converge finally potential application future work propose gm ukf discuss conclude remark section
eess,"Empirical Evaluation of Parallel Training Algorithms on Acoustic
  Modeling","  Deep learning models (DLMs) are state-of-the-art techniques in speech
recognition. However, training good DLMs can be time consuming especially for
production-size models and corpora. Although several parallel training
algorithms have been proposed to improve training efficiency, there is no clear
guidance on which one to choose for the task in hand due to lack of systematic
and fair comparison among them. In this paper we aim at filling this gap by
comparing four popular parallel training algorithms in speech recognition,
namely asynchronous stochastic gradient descent (ASGD), blockwise model-update
filtering (BMUF), bulk synchronous parallel (BSP) and elastic averaging
stochastic gradient descent (EASGD), on 1000-hour LibriSpeech corpora using
feed-forward deep neural networks (DNNs) and convolutional, long short-term
memory, DNNs (CLDNNs). Based on our experiments, we recommend using BMUF as the
top choice to train acoustic models since it is most stable, scales well with
number of GPUs, can achieve reproducible results, and in many cases even
outperforms single-GPU SGD. ASGD can be used as a substitute in some cases.
",deep learning model dlm state art technique speech recognition train good dlm time consume especially production size model corpora parallel training algorithm propose improve training efficiency clear guidance choose task hand lack systematic fair comparison paper aim fill gap compare popular parallel training algorithm speech recognition asynchronous stochastic gradient descent asgd blockwise model update filtering bmuf bulk synchronous parallel bsp elastic averaging stochastic gradient descent easgd 1000 hour librispeech corpora feed forward deep neural network dnn convolutional long short term memory dnn cldnn base experiment recommend bmuf choice train acoustic model stable scale number gpu achieve reproducible result case outperform single gpu sgd asgd substitute case
eess,"Multi-talker Speech Separation with Utterance-level Permutation
  Invariant Training of Deep Recurrent Neural Networks","  In this paper we propose the utterance-level Permutation Invariant Training
(uPIT) technique. uPIT is a practically applicable, end-to-end, deep learning
based solution for speaker independent multi-talker speech separation.
Specifically, uPIT extends the recently proposed Permutation Invariant Training
(PIT) technique with an utterance-level cost function, hence eliminating the
need for solving an additional permutation problem during inference, which is
otherwise required by frame-level PIT. We achieve this using Recurrent Neural
Networks (RNNs) that, during training, minimize the utterance-level separation
error, hence forcing separated frames belonging to the same speaker to be
aligned to the same output stream. In practice, this allows RNNs, trained with
uPIT, to separate multi-talker mixed speech without any prior knowledge of
signal duration, number of speakers, speaker identity or gender. We evaluated
uPIT on the WSJ0 and Danish two- and three-talker mixed-speech separation tasks
and found that uPIT outperforms techniques based on Non-negative Matrix
Factorization (NMF) and Computational Auditory Scene Analysis (CASA), and
compares favorably with Deep Clustering (DPCL) and the Deep Attractor Network
(DANet). Furthermore, we found that models trained with uPIT generalize well to
unseen speakers and languages. Finally, we found that a single model, trained
with uPIT, can handle both two-speaker, and three-speaker speech mixtures.
",paper propose utterance level permutation invariant training upit technique upit practically applicable end end deep learning base solution speaker independent multi talker speech separation specifically upit extend recently propose permutation invariant training pit technique utterance level cost function eliminate need solve additional permutation problem inference require frame level pit achieve recurrent neural networks rnns training minimize utterance level separation error force separated frame belong speaker align output stream practice allow rnn train upit separate multi talker mixed speech prior knowledge signal duration number speaker speaker identity gender evaluate upit wsj0 danish two- talker mixed speech separation task find upit outperform technique base non negative matrix factorization nmf computational auditory scene analysis casa compare favorably deep clustering dpcl deep attractor network danet furthermore find model train upit generalize unseen speaker language finally find single model train upit handle speaker speaker speech mixture
eess,"Flatness-based control of a two-degree-of-freedom platform with
  pneumatic artificial muscles","  Pneumatic artificial muscles are a quite interesting type of actuators which
have a very high power-to-weight and power-to-volume ratio. However, their
efficient use requires very accurate control methods which can take into
account their complex dynamic, which is highly nonlinear. This paper consider a
model of two-degree-of-freedom platform whose attitude is determined by three
pneumatic muscles controlled by servovalves, which mimics a simplified version
of a Stewart platform. For this testbed, a model-based control approach is
proposed, based on accurate first principle modeling of the muscles and the
platform and on a static model for the servovalve. The employed control method
is the so-called flatness-based control introduced by Fliess. The paper first
recalls the basics of this control technique and then it shows how it can be
applied to the proposed experimental platform; being flatness-based control an
open-loop kind of control, a proportional-integral controller is added on top
of it in order to add robustness with respect to modelling errors and external
perturbations. At the end of the paper, the effectiveness of the proposed
approach is shown by means of experimental results. A clear improvement of the
tracking performance is visible compared to a simple proportional-integral
controller.
",pneumatic artificial muscle interesting type actuator high power weight power volume ratio efficient use require accurate control method account complex dynamic highly nonlinear paper consider model degree freedom platform attitude determine pneumatic muscle control servovalve mimic simplified version stewart platform testbe model base control approach propose base accurate principle modeling muscle platform static model servovalve employ control method call flatness base control introduce fliess paper recall basic control technique show apply propose experimental platform flatness base control open loop kind control proportional integral controller add order add robustness respect modelling error external perturbation end paper effectiveness propose approach show mean experimental result clear improvement tracking performance visible compare simple proportional integral controller
eess,"Cooperative Localisation of a GPS-Denied UAV in 3-Dimensional Space
  Using Direction of Arrival Measurements","  This paper presents a novel approach for localising a GPS (Global Positioning
System)-denied Unmanned Aerial Vehicle (UAV) with the aid of a GPS-equipped UAV
in three-dimensional space. The GPS-equipped UAV makes discrete-time broadcasts
of its global coordinates. The GPS-denied UAV simultaneously receives the
broadcast and takes direction of arrival (DOA) measurements towards the origin
of the broadcast in its local coordinate frame (obtained via an inertial
navigation system (INS)). The aim is to determine the difference between the
local and global frames, described by a rotation and a translation. In the
noiseless case, global coordinates were recovered exactly by solving a system
of linear equations. When DOA measurements are contaminated with noise, rank
relaxed semidefinite programming (SDP) and the Orthogonal Procrustes algorithm
are employed. Simulations are provided and factors affecting accuracy, such as
noise levels and number of measurements, are explored.
",paper present novel approach localise gps global positioning system)-denie unmanned aerial vehicle uav aid gps equip uav dimensional space gps equip uav make discrete time broadcast global coordinate gps deny uav simultaneously receive broadcast take direction arrival doa measurement origin broadcast local coordinate frame obtain inertial navigation system ins aim determine difference local global frame describe rotation translation noiseless case global coordinate recover exactly solve system linear equation doa measurement contaminate noise rank relax semidefinite programming sdp orthogonal procrustes algorithm employ simulation provide factor affect accuracy noise level number measurement explore
eess,"Online Simultaneous State and Parameter Estimation for Second-order
  Nonlinear Systems","  In this paper, a concurrent learning based adaptive observer is developed for
a class of second-order nonlinear time-invariant systems with uncertain
dynamics. The developed technique results in simultaneous online state and
parameter estimation. A Lyapunov-based analysis is used to show that the state
and parameter estimation errors are uniformly ultimately bounded. As opposed to
persistent excitation which is required for parameter estimation in traditional
adaptive control methods, the developed technique only requires excitation over
a finite time interval.
",paper concurrent learning base adaptive observer develop class second order nonlinear time invariant system uncertain dynamic developed technique result simultaneous online state parameter estimation lyapunov base analysis state parameter estimation error uniformly ultimately bound oppose persistent excitation require parameter estimation traditional adaptive control method develop technique require excitation finite time interval
eess,Optimal Precoders for Tracking the AoD and AoA of a mm-Wave Path,"  In millimeter-wave channels, most of the received energy is carried by a few
paths. Traditional precoders sweep the angle-of-departure (AoD) and
angle-of-arrival (AoA) space with directional precoders to identify directions
with largest power. Such precoders are heuristic and lead to sub-optimal
AoD/AoA estimation. We derive optimal precoders, minimizing the Cram\'{e}r-Rao
bound (CRB) of the AoD/AoA, assuming a fully digital architecture at the
transmitter and spatial filtering of a single path. The precoders are found by
solving a suitable convex optimization problem. We demonstrate that the
accuracy can be improved by at least a factor of two over traditional
precoders, and show that there is an optimal number of distinct precoders
beyond which the CRB does not improve.
",millimeter wave channel received energy carry path traditional precoder sweep angle departure aod angle arrival aoa space directional precoder identify direction large power precoder heuristic lead sub optimal aod aoa estimation derive optimal precoder minimize cram\'{e}r rao bind crb aod aoa assume fully digital architecture transmitter spatial filtering single path precoder find solve suitable convex optimization problem demonstrate accuracy improve factor traditional precoder optimal number distinct precoder crb improve
econ,Quantile and Probability Curves Without Crossing,"  This paper proposes a method to address the longstanding problem of lack of
monotonicity in estimation of conditional and structural quantile functions,
also known as the quantile crossing problem. The method consists in sorting or
monotone rearranging the original estimated non-monotone curve into a monotone
rearranged curve. We show that the rearranged curve is closer to the true
quantile curve in finite samples than the original curve, establish a
functional delta method for rearrangement-related operators, and derive
functional limit theory for the entire rearranged curve and its functionals. We
also establish validity of the bootstrap for estimating the limit law of the
the entire rearranged curve and its functionals. Our limit results are generic
in that they apply to every estimator of a monotone econometric function,
provided that the estimator satisfies a functional central limit theorem and
the function satisfies some smoothness conditions. Consequently, our results
apply to estimation of other econometric functions with monotonicity
restrictions, such as demand, production, distribution, and structural
distribution functions. We illustrate the results with an application to
estimation of structural quantile functions using data on Vietnam veteran
status and earnings.
",paper propose method address longstanding problem lack monotonicity estimation conditional structural quantile function know quantile crossing problem method consist sort monotone rearrange original estimate non monotone curve monotone rearrange curve rearrange curve close true quantile curve finite sample original curve establish functional delta method rearrangement relate operator derive functional limit theory entire rearrange curve functional establish validity bootstrap estimate limit law entire rearrange curve functional limit result generic apply estimator monotone econometric function provide estimator satisfy functional central limit theorem function satisfy smoothness condition consequently result apply estimation econometric function monotonicity restriction demand production distribution structural distribution function illustrate result application estimation structural quantile function datum vietnam veteran status earning
econ,Improving Estimates of Monotone Functions by Rearrangement,"  Suppose that a target function is monotonic, namely, weakly increasing, and
an original estimate of the target function is available, which is not weakly
increasing. Many common estimation methods used in statistics produce such
estimates. We show that these estimates can always be improved with no harm
using rearrangement techniques: The rearrangement methods, univariate and
multivariate, transform the original estimate to a monotonic estimate, and the
resulting estimate is closer to the true curve in common metrics than the
original estimate. We illustrate the results with a computational example and
an empirical example dealing with age-height growth charts.
",suppose target function monotonic weakly increase original estimate target function available weakly increase common estimation method statistic produce estimate estimate improve harm rearrangement technique rearrangement method univariate multivariate transform original estimate monotonic estimate result estimate close true curve common metric original estimate illustrate result computational example empirical example deal age height growth chart
econ,Rearranging Edgeworth-Cornish-Fisher Expansions,"  This paper applies a regularization procedure called increasing rearrangement
to monotonize Edgeworth and Cornish-Fisher expansions and any other related
approximations of distribution and quantile functions of sample statistics.
Besides satisfying the logical monotonicity, required of distribution and
quantile functions, the procedure often delivers strikingly better
approximations to the distribution and quantile functions of the sample mean
than the original Edgeworth-Cornish-Fisher expansions.
",paper apply regularization procedure call increase rearrangement monotonize edgeworth cornish fisher expansion related approximation distribution quantile function sample statistic satisfy logical monotonicity require distribution quantile function procedure deliver strikingly well approximation distribution quantile function sample mean original edgeworth cornish fisher expansion
econ,"Evolutionarily stable strategies of random games, and the vertices of
  random polygons","  An evolutionarily stable strategy (ESS) is an equilibrium strategy that is
immune to invasions by rare alternative (``mutant'') strategies. Unlike Nash
equilibria, ESS do not always exist in finite games. In this paper we address
the question of what happens when the size of the game increases: does an ESS
exist for ``almost every large'' game? Letting the entries in the $n\times n$
game matrix be independently randomly chosen according to a distribution $F$,
we study the number of ESS with support of size $2.$ In particular, we show
that, as $n\to \infty$, the probability of having such an ESS: (i) converges to
1 for distributions $F$ with ``exponential and faster decreasing tails'' (e.g.,
uniform, normal, exponential); and (ii) converges to $1-1/\sqrt{e}$ for
distributions $F$ with ``slower than exponential decreasing tails'' (e.g.,
lognormal, Pareto, Cauchy). Our results also imply that the expected number of
vertices of the convex hull of $n$ random points in the plane converges to
infinity for the distributions in (i), and to 4 for the distributions in (ii).
",evolutionarily stable strategy ess equilibrium strategy immune invasion rare alternative ` ` mutant strategy unlike nash equilibrium ess exist finite game paper address question happen size game increase ess exist ` ` large game let entry $ n\time n$ game matrix independently randomly choose accord distribution $ f$ study number ess support size $ 2.$ particular $ n\to \infty$ probability have ess converge 1 distribution $ f$ ` ` exponential fast decrease tail e.g. uniform normal exponential ii converge $ 1 1/\sqrt{e}$ distribution $ f$ ` ` slow exponential decrease tail e.g. lognormal pareto cauchy result imply expect number vertex convex hull $ n$ random point plane converge infinity distribution 4 distribution ii
econ,Projective Expected Utility,"  Motivated by several classic decision-theoretic paradoxes, and by analogies
with the paradoxes which in physics motivated the development of quantum
mechanics, we introduce a projective generalization of expected utility along
the lines of the quantum-mechanical generalization of probability theory. The
resulting decision theory accommodates the dominant paradoxes, while retaining
significant simplicity and tractability. In particular, every finite game
within this larger class of preferences still has an equilibrium.
",motivate classic decision theoretic paradox analogy paradox physics motivate development quantum mechanic introduce projective generalization expected utility line quantum mechanical generalization probability theory result decision theory accommodate dominant paradox retain significant simplicity tractability particular finite game large class preference equilibrium
econ,"Improving Point and Interval Estimates of Monotone Functions by
  Rearrangement","  Suppose that a target function is monotonic, namely, weakly increasing, and
an available original estimate of this target function is not weakly
increasing. Rearrangements, univariate and multivariate, transform the original
estimate to a monotonic estimate that always lies closer in common metrics to
the target function. Furthermore, suppose an original simultaneous confidence
interval, which covers the target function with probability at least
$1-\alpha$, is defined by an upper and lower end-point functions that are not
weakly increasing. Then the rearranged confidence interval, defined by the
rearranged upper and lower end-point functions, is shorter in length in common
norms than the original interval and also covers the target function with
probability at least $1-\alpha$. We demonstrate the utility of the improved
point and interval estimates with an age-height growth chart example.
",suppose target function monotonic weakly increase available original estimate target function weakly increase rearrangement univariate multivariate transform original estimate monotonic estimate lie close common metric target function furthermore suppose original simultaneous confidence interval cover target function probability $ 1-\alpha$ define upper low end point function weakly increase rearrange confidence interval define rearrange upper low end point function short length common norm original interval cover target function probability $ 1-\alpha$. demonstrate utility improved point interval estimate age height growth chart example
